# Spin constants      Wss        Wsp      Wps      Wpp        Wsd      Wpd      Wdd      Wds      Wdp
H                  -0.07174    0.0      0.0      0.0        0.0      0.0      0.0      0.0      0.0 
C                  -0.03062   -0.02505 -0.02505 -0.02265    0.0      0.0      0.0      0.0      0.0 
N                  -0.03318   -0.02755 -0.02755 -0.02545    0.0      0.0      0.0      0.0      0.0 
O                  -0.03524   -0.02956 -0.02956 -0.02785    0.0      0.0      0.0      0.0      0.0 
F                  -0.0370    -0.0312  -0.0312  -0.0299     0.0      0.0      0.0      0.0      0.0
Si                 -0.01960   -0.01500 -0.01500 -0.01440    0.0      0.0     -0.032    0.002    0.002
Fe                 -0.0160    -0.0124  -0.0124  -0.0280    -0.0035  -0.0010  -0.0155  -0.0035  -0.0010

